board_size,game_num,num_moves,total_time_sec,avg_move_time_ms,player1_avg_time_ms,player2_avg_time_ms
3,27,8,0.0003602090000640601,0.04502612500800751,0.04710425309895072,0.0315727465931559
3,28,8,0.0003958750021411106,0.049484375267638825,0.049249749281443655,0.038593501813011244
3,29,10,0.0004013340003439225,0.04013340003439225,0.036916798853781074,0.03238339995732531
3,30,12,0.00045508300536312163,0.03792358378026014,0.03658316806346799,0.029784999545275543
3,31,3,0.000240790999669116,0.080263666556372,0.0792085011198651,0.0731249965610914
3,32,24,0.0007928750055725686,0.033036458565523695,0.030513917711990263,0.028527583708637394
3,33,7,0.00042141700396314263,0.06020242913759181,0.057031249525607564,0.05515233351616189
3,34,7,0.0004169999956502579,0.059571427950036844,0.054666750656906515,0.05209733353694901
3,35,8,0.0003810839989455417,0.04763549986819271,0.047593750423402525,0.0352080023731105
3,36,19,0.0006655420002061874,0.03502852632664144,0.03335830042487942,0.028157332659854244
3,37,7,0.0003667920027510263,0.0523988575358609,0.04878124855167698,0.042805334184474
3,38,22,0.0006704170009470545,0.03047350004304793,0.0279620904951695,0.025844636018684305
3,39,3,0.00023270800011232495,0.07756933337077498,0.07618700328748673,0.07145799463614821
3,40,8,0.0002901250045397319,0.036265625567466486,0.03435425060160924,0.026677003916120157
3,41,7,0.00031291599589167163,0.04470228512738166,0.04084374813828617,0.03430533251957968
3,42,2,0.0001641669950913638,0.0820834975456819,0.08879199594957754,0.06937499711057171
3,43,8,0.00040950000402517617,0.05118750050314702,0.051656252253451385,0.039937751353136264
3,44,4,0.00029362500208662823,0.07340625052165706,0.07635400106664747,0.06466700142482296
3,45,8,0.00034779200359480456,0.04347400044935057,0.04065649955009576,0.035531500543584116
3,46,7,0.00036658400495070964,0.05236914356438709,0.05112500184623059,0.04091633309144527
3,47,3,0.00023637499543838203,0.07879166514612734,0.07754149555694312,0.07249999907799065
3,48,25,0.0009557919984217733,0.03823167993687093,0.03570830729306461,0.03248266572578965
3,49,7,0.000473000000056345,0.06757142857947786,0.06578125066880602,0.05972199869574979
3,50,11,0.0005527500034077093,0.05025000030979176,0.0447778329544235,0.045183399925008416
3,51,7,0.00031550000130664557,0.045071428758092225,0.04135400195082184,0.03437466511968523
3,52,17,0.0005610000007436611,0.033000000043744766,0.03175466715927339,0.025676999939605594
3,53,7,0.00027924999449169263,0.03989285635595609,0.03273949914728291,0.03338866857423758
3,54,17,0.0005382919989642687,0.03166423523319228,0.03194444596172414,0.02320812473044498
3,55,7,0.0003369999976712279,0.04814285681017542,0.044280997826717794,0.0400969996311081
3,56,9,0.00034583299566293135,0.038425888406992376,0.036533000820782036,0.029052000172669068
3,57,8,0.00035195799864595756,0.043994749830744695,0.045927250539534725,0.03093750092375558
3,58,2,0.00017049999587470666,0.08524999793735333,0.09216699982061982,0.07183299749158323
3,59,8,0.00042270799895050004,0.052838499868812505,0.053437497626873665,0.03988500247942284
3,60,9,0.0002852079996955581,0.0316897777439509,0.028183398535475135,0.023833248633309267
3,61,7,0.00035841700446326286,0.05120242920903755,0.0480207490909379,0.04245799937052652
3,62,18,0.0006175829985295422,0.03431016658497457,0.031819332636789315,0.027764000858749367
3,63,9,0.0003881249940604903,0.043124999340054475,0.04116679774597287,0.03411450052226428
3,64,11,0.0003247499989811331,0.02952272718010301,0.02596516545357493,0.022516601893585175
3,65,2,0.00016591700114076957,0.08295850057038479,0.08845800039125606,0.07154200284276158
3,66,10,0.00047737500426592305,0.047737500426592305,0.04566659918054938,0.03998340107500553
3,67,10,0.00048504199367016554,0.048504199367016554,0.049883600149769336,0.03656659828266129
3,68,9,0.00034191599843325093,0.03799066649258344,0.036208401434123516,0.028948001272510737
3,69,10,0.0005066250014351681,0.05066250014351681,0.04955019830958918,0.04046679969178513
3,70,20,0.0005826670021633618,0.029133350108168088,0.027245900128036737,0.023545999283669516
3,71,5,0.0003160420019412413,0.06320840038824826,0.0582363330371057,0.056624998251209036
3,72,7,0.0003693750040838495,0.05276785772626421,0.04813550003746059,0.044596999941859394
3,73,12,0.0004169169988017529,0.03474308323347941,0.032270832889480516,0.026472166306727257
3,74,7,0.0002872080003726296,0.04102971433894709,0.035229246350354515,0.034264002655011914
3,75,7,0.00028249999741092324,0.04035714248727475,0.03350025144754909,0.03334699916498115
3,76,8,0.00042170899541815743,0.05271362442726968,0.05291675006446894,0.041187247916241176
3,77,8,0.0004235419983160682,0.052942749789508525,0.05312475150276441,0.04048950177093502
3,78,21,0.0005717079984606244,0.027224190402886875,0.024416636733803898,0.022466600057668984
3,79,2,0.00016695800150046125,0.08347900075023063,0.08983300358522683,0.07108399586286396
3,80,5,0.0003205419998266734,0.06410839996533468,0.061291665285049625,0.056936998589662835
3,81,12,0.00041975000203819945,0.03497916683651662,0.03218066679740635,0.02692366736785819
3,82,11,0.0003716670034918934,0.033787909408353946,0.029611333350961406,0.02760820061666891
3,83,8,0.0003209159985999577,0.04011449982499471,0.040666500353836454,0.02772900006675627
3,84,16,0.000766874996770639,0.047929687298164936,0.04773424916493241,0.04012512545159552
3,85,8,0.00034749999758787453,0.043437499698484316,0.04236450149619486,0.032521002140128985
3,86,5,0.00033404099667677656,0.06680819933535531,0.06429133403192584,0.05864549893885851
3,87,17,0.0006048330033081584,0.03557841195930343,0.03594444408210822,0.026479122425371315
3,88,22,0.000690499997290317,0.03138636351319623,0.029416727060875433,0.02619309155058793
3,89,8,0.000359957994078286,0.04499474925978575,0.04701049874711316,0.03135424958600197
3,90,9,0.00038220800342969596,0.042467555936632886,0.04043359949719161,0.03281250064901542
3,91,6,0.0002991250003105961,0.04985416671843268,0.045749996691787,0.04073599848197773
3,92,22,0.0007103750031092204,0.03228977286860093,0.029958455177786,0.027162637376353483
3,93,9,0.0005553329974645749,0.06170366638495276,0.05696640000678599,0.05113499901199248
3,94,8,0.000345124994055368,0.043140624256921,0.04151050052314531,0.031198000215226784
3,95,8,0.00037858299765503034,0.04732287470687879,0.04769749830302317,0.034645499908947386
3,96,10,0.00032212500082096085,0.032212500082096085,0.029566799639724195,0.024350399326067418
3,97,13,0.000447833001089748,0.03444869239151908,0.029779857348850265,0.028944497898919508
3,98,6,0.00028174999897601083,0.046958333162668474,0.0471386641341572,0.03456933336565271
3,99,7,0.0004194169960101135,0.0599167137157305,0.050354001359664835,0.05776400212198496
3,100,2,0.00016879200120456517,0.08439600060228258,0.09195800521411002,0.07062499935273081
5,1,24,0.008043834001000505,0.3351597500416877,0.3441250840599726,0.305683749805515
5,2,52,0.007861291996960063,0.15117869224923197,0.1445143842339838,0.14639261504411338
5,3,25,0.008804166995105334,0.35216667980421335,0.3911249234358995,0.29249983284292586
5,4,52,0.008628291994682513,0.16592869220543294,0.16512499972192857,0.1539726925749654
5,5,20,0.005346333004126791,0.26731665020633955,0.26542079940554686,0.24741679953876883
5,6,50,0.007977291003044229,0.15954582006088458,0.1296883198665455,0.17198823974467814
5,7,24,0.007896791998064145,0.3290329999193394,0.31885083323383395,0.31952433225039084
5,8,49,0.010202290999586694,0.20821002039972844,0.20417499996256083,0.19868570961989462
5,9,22,0.006393833005859051,0.29062877299359324,0.27879945462865924,0.27329554524674843
5,10,52,0.012062166999385227,0.23196474998817743,0.2256443846048429,0.22152553831871885
5,11,19,0.00786570899799699,0.4139846841051047,0.3883916971972212,0.4205647791321907
5,12,48,0.00926370799425058,0.1929939165468871,0.19716666702151997,0.1738002905161314
5,13,21,0.008263625000836328,0.3935059524207775,0.3449127272522839,0.42397500001243316
5,14,49,0.007717999993474223,0.15751020394845353,0.16574491921346635,0.132753541644585
5,15,28,0.007820541999535635,0.27930507141198696,0.28819621521896416,0.24594335575654572
5,16,52,0.012512624998635147,0.24062740381990666,0.23863780846183474,0.22620353886920314
5,17,20,0.005608665996987838,0.2804332998493919,0.3159125983074773,0.22506260065711103
5,18,60,0.010630124997987878,0.17716874996646462,0.12620003302193558,0.21324019883953346
5,19,32,0.013562166001065634,0.42381768753330107,0.37393243655969854,0.4459558749658754
5,20,50,0.008669499999086838,0.17338999998173676,0.16908167948713526,0.15970668086083606
5,21,21,0.00618387499707751,0.2944702379560719,0.2606060000041246,0.31010839957161807
5,22,48,0.006644000000960659,0.1384166666866804,0.1348072916395419,0.12973958200745983
5,23,26,0.006359792001603637,0.24460738467706294,0.2263301520053154,0.23713130716574737
5,24,50,0.009529208997264504,0.1905841799452901,0.19013332057511434,0.17644004052272066
5,25,29,0.010891042002185713,0.37555317248916253,0.34017746899432194,0.3806755708605384
5,26,62,0.008271958002296742,0.13341867745639907,0.10938299988817063,0.14771774200902832
5,27,36,0.008346750000782777,0.23185416668841047,0.20228244223593114,0.2374907780904323
5,28,33,0.01130025000020396,0.3424318181879988,0.33787499962593703,0.32213018766924506
5,29,18,0.00688008400175022,0.38222688898612334,0.3891389998089936,0.35815733281197026
5,30,47,0.008425957996223588,0.1792757020473104,0.17941149872058304,0.16265769606790223
5,31,28,0.009254832999431528,0.3305297499796974,0.33786314244415344,0.3001041430772083
5,32,59,0.01015541599917924,0.17212569490134305,0.1855973336205352,0.13978306830314727
5,33,22,0.007639291994564701,0.34724054520748643,0.38684481842210516,0.28488245416982944
5,34,28,0.006482500000856817,0.23151785717345774,0.22562792738816434,0.22090785725075485
5,35,22,0.006298499996773899,0.2862954543988136,0.2960115446264602,0.25118563445919956
5,36,50,0.007784166999044828,0.15568333998089656,0.1474948404938914,0.14837991970125586
5,37,36,0.007346999998844694,0.2040833333012415,0.21938889040029608,0.16570133326846795
5,38,42,0.007400958995276596,0.17621330941134752,0.16309333330441622,0.1731249046445425
5,39,31,0.009951749998435844,0.32102419349793043,0.3142370619571011,0.30462773429462686
5,40,19,0.006189541003550403,0.325765315976337,0.32089999731397256,0.3095137775138331
5,41,27,0.00565733399707824,0.20953088878067555,0.18052385660536988,0.21747115421861124
5,42,28,0.007772416996886022,0.27758632131735794,0.2625802849901707,0.2737887854371885
5,43,20,0.0076802080002380535,0.3840104000119027,0.39287909894483164,0.3526205997331999
5,44,55,0.010167708001972642,0.1848674182176844,0.1834659272260199,0.17221448177695964
5,45,21,0.00862970799789764,0.4109384760903638,0.39138254611647094,0.40276639847434126
5,46,44,0.007118667002941947,0.1617878864304988,0.1601325463773471,0.14606827277351508
5,47,20,0.005249957997875754,0.2624978998937877,0.25841239985311404,0.2450831001624465
5,48,64,0.009631374996388331,0.15049023431856767,0.1328867185748095,0.15739843752271554
5,49,29,0.007402957999147475,0.255274413763706,0.22861399872150892,0.2631487862215311
5,50,51,0.007579541997984052,0.1486184705487069,0.15934934708639048,0.12030344019876793
5,51,16,0.007634542002051603,0.4771588751282252,0.47600500147382263,0.45822400079487124
5,52,55,0.011093583001638763,0.20170150912070478,0.20086003652457812,0.18810955656657893
5,53,24,0.006687958004476968,0.278664916853207,0.2849792496514662,0.2528264170299129
5,54,55,0.012819457995647099,0.2330810544663109,0.24944792858150322,0.2000433327069644
5,55,25,0.00721920799696818,0.2887683198787272,0.27674992172531065,0.2771493339726779
5,56,66,0.010990667004080024,0.1665252576375761,0.12686615126299192,0.19286491001504613
5,57,25,0.008365375004359521,0.33461500017438084,0.3028429234221291,0.3459687486611074
5,58,59,0.010960415995214134,0.18576976263074804,0.19889039976987988,0.15717968976944044
5,59,22,0.006273416998737957,0.2851553181244526,0.3220188194642436,0.22899990951621227
5,60,30,0.006011708996084053,0.20039029986946844,0.20226679916959256,0.1811891333394063
5,61,26,0.008419583995419089,0.3238301536699649,0.33416015391524595,0.29130130692814976
5,62,49,0.006610666998312809,0.13491157139413895,0.1374449595459737,0.11878483292093733
5,63,20,0.006251041995710693,0.31255209978553466,0.30239990082918666,0.29680000079679303
5,64,48,0.010762208999949507,0.22421268749894807,0.2208333335147472,0.20892012616968714
5,65,29,0.01005562500358792,0.3467456897788938,0.3168056655946809,0.3614971449548778
5,66,56,0.009160209003312048,0.16357516077342943,0.15839299885556102,0.15479907051485498
5,67,33,0.008803292002994567,0.2667664243331687,0.23375723600004086,0.2759089356914046
5,68,59,0.010229624997009523,0.17338347452558514,0.17848073378748572,0.15231193061356016
5,69,22,0.007062124997901265,0.32100568172278476,0.32048100084383885,0.3010187257049521
5,70,45,0.011043792001146358,0.2454176000254746,0.21777169477781685,0.25395463638811966
5,71,21,0.005439832995762117,0.2590396664648627,0.23674609044312753,0.25064170113182627
5,72,77,0.014919249995728023,0.19375649345101328,0.21990169196401554,0.15421600025882454
5,73,41,0.007972208004503045,0.19444409767080598,0.20205566709462022,0.16349575016647577
5,74,72,0.014179833000525832,0.19694212500730324,0.1875230827863561,0.19396419419434904
5,75,25,0.009359999996377155,0.3743999998550862,0.32935584525918016,0.3975833345369513
5,76,60,0.012965082998562139,0.21608471664270232,0.21074999967822805,0.20585976550743604
5,77,21,0.008233874999859836,0.39208928570761126,0.363231090886984,0.3998916996351909
5,78,32,0.006908625000505708,0.21589453126580338,0.20610662386388867,0.20721343707919004
5,79,19,0.006166459002997726,0.3245504738419856,0.3012918008607812,0.335379776919985
5,80,58,0.011406624995288439,0.19666594819462827,0.18042086193073092,0.19705320652253155
5,81,21,0.007002582999120932,0.33345633329147295,0.31187872611388395,0.3387250988453161
5,82,56,0.007882917001552414,0.14076637502772169,0.12517707234240202,0.14100889321915538
5,83,31,0.007834875003027264,0.25273790332346013,0.22245562513489858,0.2614889318162265
5,84,49,0.011812709002697375,0.24107569393259948,0.23691323964158073,0.226260499706162
5,85,25,0.009073958004591987,0.36295832018367946,0.34816984687215435,0.3545659164956305
5,86,49,0.010174333001486957,0.2076394490099379,0.21822012029588223,0.1765243756987426
5,87,10,0.0051146659970982,0.51146659970982,0.5143250004039146,0.49825819733086973
5,88,51,0.01043333399866242,0.20457517644436116,0.19780942294836187,0.19197000045096502
5,89,22,0.009893417001876514,0.4497007728125688,0.4616249094727788,0.4170831803507595
5,90,48,0.008255667002231348,0.1719930625464864,0.16459191677616522,0.16219112634037933
5,91,21,0.006472041000961326,0.308192428617206,0.29533708915220236,0.30722070077899843
5,92,38,0.008004499999515247,0.2106447368293486,0.2047368945664187,0.19748684242490286
5,93,29,0.009273124996980187,0.31976293093035124,0.26379446644568816,0.3463986431597732
5,94,54,0.00965462499880232,0.17878935182967257,0.16408344419216048,0.17712970374203804
5,95,7,0.0032510000019101426,0.46442857170144897,0.46353125071618706,0.4543746666361888
5,96,44,0.006445500002882909,0.14648863642915702,0.14719668185782872,0.12992795448305763
5,97,37,0.009967541998776142,0.2693930269939498,0.24594526200273417,0.2709397772883272
5,98,69,0.015036165998026263,0.21791544924675743,0.21874279981212957,0.20308826574097005
5,99,17,0.004555416999210138,0.26796570583589047,0.27035633279916105,0.25390612518094713
5,100,54,0.010849166996194981,0.2009104999295367,0.188118555848228,0.19910040794423334
9,1,78,0.21098516700294567,2.7049380384993036,3.283636743361011,2.086192256217309
9,2,90,0.22572520800167695,2.5080578666852995,2.444926888953584,2.5351741550063402
9,3,57,0.32532583300053375,5.707470754395329,5.611129207707187,5.740230607313736
9,4,92,0.13020633299311157,1.4152862281859953,1.3214230659840447,1.4897762382094262
9,5,50,0.2021859169981326,4.043718339962652,3.2760616406449117,4.748748439014889
9,6,91,0.16727795799670275,1.8382193186450853,1.9596603038814424,1.688979622849729
9,7,62,0.26861687500058906,4.332530241944985,4.379849483103176,4.239404612998178
9,8,82,0.15962233299796935,1.9466138170484066,1.937464463436499,1.9260944391135126
9,9,67,0.24954724999406608,3.7245858208069564,3.1808982357153366,4.223338394226492
9,10,97,0.20930441599921323,2.1577774845279714,2.33209940853733,1.9524201667688128
9,11,51,0.1646919579943642,3.2292540783208667,3.1251729999964413,3.2917400400037877
9,12,86,0.1815416669996921,2.1109496162754895,1.9949399762946658,2.195610557845252
9,13,64,0.2822431669992511,4.410049484363299,4.385402406342109,4.3796406876026595
9,14,123,0.3671098749982775,2.984633130067297,3.618461015820128,2.3099542463047538
9,15,48,0.16144287500355858,3.363393229240804,2.6831303751653954,3.9926007909040586
9,16,87,0.16367587500280933,1.8813318965840153,2.1668105913373767,1.5568797915516053
9,17,59,0.22905566600093152,3.8822994237446022,3.2669678677242096,4.461780241650433
9,18,92,0.22393166699475842,2.434039858638678,1.8528595433251567,2.9775914138198183
9,19,63,0.2793965830060188,4.434866396920933,3.080805937315745,5.765263323771632
9,20,103,0.22281504100101301,2.1632528252525534,2.5135561343351864,1.7777670586570713
9,21,72,0.2791495420024148,3.8770769722557614,4.056618111765904,3.641622749960839
9,22,94,0.1481904169995687,1.576493797867752,0.8811294039255603,2.2473120427209925
9,23,59,0.20163091699942015,3.4174731694816973,2.665694366199508,4.148504241411815
9,24,94,0.20020162499713479,2.1298045212461147,2.0583662336959723,2.1757048085961057
9,25,52,0.18311241699848324,3.521392634586216,3.6117371928412467,3.3834551535479616
9,26,90,0.19224079199921107,2.136008799991234,1.9798194449524291,2.2616832447561643
9,27,55,0.27203758300311165,4.946137872783848,5.293677107017304,4.520604963343228
9,28,86,0.2139644170019892,2.4879583372324325,2.1762266974398043,2.758136651103742
9,29,61,0.25384862500504823,4.161452868935217,5.149489322643457,3.0864777332074786
9,30,86,0.15889987500122515,1.847672965130525,1.8712053955992858,1.7996017210629531
9,31,73,0.2936624580033822,4.022773397306605,3.8718929721948667,4.124652806341247
9,32,99,0.3074668749977718,3.105726010078503,3.310029219574062,2.8599889388269917
9,33,51,0.20710450000478886,4.060872549113507,4.312269231797052,3.7350765202427283
9,34,101,0.25554741700034356,2.530172445547956,2.923310392218934,2.0975124003598467
9,35,59,0.2242487500043353,3.8008262712599206,4.165226299907469,3.3710373102402285
9,36,102,0.3435007910011336,3.3676548137366042,2.8100457647644146,3.886871706402185
9,37,48,0.12538937499630265,2.612278645756305,2.832348915944749,2.3475539155697334
9,38,88,0.21839224999712314,2.481730113603672,2.2541021816406017,2.672646704178822
9,39,70,0.2976305829943158,4.251865471347368,4.69961662913972,3.749479742587677
9,40,101,0.3519107920001261,3.4842652673279813,3.945156960552969,2.9714700393378735
9,41,57,0.3253168749943143,5.7073135963914785,6.53067813706504,4.784913750492186
9,42,120,0.2102817499981029,1.7523479166508575,1.2450117994982672,2.239546617056476
9,43,60,0.2017853750003269,3.3630895833387817,3.543208332848735,3.138811166960901
9,44,102,0.26163699999597156,2.565068627411486,2.355419920943449,2.7466340193938117
9,45,33,0.10902450000139652,3.303772727315046,3.2682229400105665,3.318205688174203
9,46,99,0.162269832995662,1.6390892221784041,1.8306891796237323,1.4215900201281553
9,47,79,0.30018824999569915,3.7998512657683436,3.891829200256325,3.6607531799698987
9,48,83,0.17040620800253237,2.0530868434040044,2.0804473098819254,1.9923353653966176
9,49,64,0.31709516699629603,4.9546119843171255,4.601231687274776,5.242951781610827
9,50,92,0.1814789159980137,1.9725969130218879,1.7718043687320617,2.146096174249618
9,51,65,0.15661466700112214,2.409456415401879,2.1782777568494733,2.6184817809280503
9,52,85,0.16299608400004217,1.9176009882357903,1.9022519532712934,1.9048085229033382
9,53,46,0.20514170800015563,4.45960234782947,3.5640126965438905,5.300298957002309
9,54,98,0.3680976670002565,3.75609864285976,3.317454999683387,4.14922195920312
9,55,77,0.2728511669993168,3.5435216493417765,4.473538487031758,2.551292736538208
9,56,88,0.14348508400144055,1.6305123181981882,1.4733635674598522,1.762700750160465
9,57,47,0.11282379100157414,2.400506191522854,2.2228037926955344,2.5478315213189013
9,58,86,0.21811262499977602,2.536193313950884,2.0197218840367834,3.0094369535935437
9,59,52,0.17553312499512685,3.375637019137055,3.3314374606841457,3.377470961612954
9,60,98,0.27226458299992373,2.7782100306114668,2.323545918090754,3.19688179534955
9,61,55,0.24976274999789894,4.541140909052708,4.540562392971229,4.475231481289181
9,62,83,0.11836512499576202,1.426085843322434,1.639309500162545,1.1815214394762112
9,63,64,0.2649874999988242,4.140429687481628,4.016601561488642,4.215182312691468
9,64,98,0.2243529999977909,2.2893163265080703,2.1862984284205003,2.362449837721438
9,65,51,0.19517858299514046,3.827031039120401,3.4133958842385956,4.205565160373226
9,66,98,0.21143266699800733,2.157476193857218,2.1192627960141293,2.1704701428795805
9,67,63,0.27568887500092387,4.376013888903554,3.747891906868972,4.966975872042484
9,68,75,0.14568291600153316,1.9424388800204422,1.9060866313673996,1.9591790537437979
9,69,67,0.23219270800473168,3.4655628060407713,2.7415097649602957,4.172174151321859
9,70,100,0.19705654199788114,1.9705654199788114,1.643844140053261,2.2711849393090233
9,71,75,0.26788891699834494,3.5718522266445993,2.884254368071101,4.230938081565074
9,72,107,0.27762841599906096,2.594658093449168,3.3730131852078356,1.7687318303494908
9,73,68,0.23784945800434798,3.4977861471227643,3.212491353170823,3.7396177061001414
9,74,90,0.23253154200210702,2.5836838000234112,2.1268342671747735,2.99688886734657
9,75,55,0.19423545899917372,3.5315537999849766,3.8330594642112765,3.1791960012654914
9,76,89,0.17826137500378536,2.002936797795341,2.09751480061742,1.8760747731324623
9,77,54,0.21606158400390996,4.001140444516851,3.9688054446876913,3.985160481533967
9,78,113,0.3323794590032776,2.9414111416219257,3.78929887716495,2.044904857419689
9,79,84,0.2598229579962208,3.093130452335962,2.9557450472479796,3.1953005477373067
9,80,85,0.12835845900553977,1.5100995177122325,1.607736442332849,1.3880564043314993
9,81,72,0.2622379589956836,3.64219387494005,3.8000567504544356,3.429060138943088
9,82,84,0.15632120800000848,1.8609667619048629,1.6072539048244445,2.081809476381057
9,83,52,0.14060958399932133,2.7040304615254103,2.757351037871558,2.6096297297044657
9,84,84,0.12884112499887124,1.5338229166532291,1.2391645958857789,1.7998699045814905
9,85,52,0.16912787500041304,3.2524591346233276,2.771671384275228,3.689907000639673
9,86,88,0.1275965000022552,1.4499602272983545,1.1964716362523509,1.679196954104224
9,87,60,0.2831939159950707,4.719898599917845,4.116886100625076,5.263183198985644
9,88,96,0.3432852910045767,3.5758884479643407,3.3988820423473953,3.709303854369258
9,89,56,0.2194257090013707,3.918316232167334,3.227144249259644,4.556889785037908
9,90,89,0.14480029099649983,1.626969561758425,2.0062936232231245,1.2100558411806228
9,91,55,0.2694425829977263,4.898956054504114,4.593233535030906,5.155915296065224
9,92,100,0.2015378750002128,2.015378750002128,1.466704279446276,2.5374983189976774
9,93,60,0.19952650000050198,3.325441666675033,3.3232541672380953,3.287858300609514
9,94,112,0.2392573329998413,2.136226187498583,1.697436803884297,2.548661481601552
9,95,65,0.22475125000346452,3.4577115385148387,3.6656742418982144,3.193911468542865
9,96,105,0.22256341700267512,2.1196515905016677,1.5635761890323165,2.658329423446468
9,97,60,0.1933487919959589,3.222479866599315,3.2354347000364214,3.166816599696176
9,98,96,0.2021700420009438,2.105937937509831,1.8637594789652212,2.3209496249971076
9,99,60,0.21083891599846538,3.513981933307756,3.535831933550071,3.449087533469234
9,100,97,0.27253237499826355,2.8096121133841603,2.9034592657901195,2.682449708269511
